extent,bandwidth,bufferLoadTime,cpu-value,disk-read,disk-write,fps,latency,memory-value,network-rx,network-tx,networkLatency
1,334.3043870543272,10.96999999997206,3.7000606060028076,0,10649.966796875,1694.9152546653595,7329.770000000019,1217986944,11748.6796875,624245.625,7316.810000000056
1,380.3154698380078,10.870000000111759,3.600043296813965,0,557039.375,2173.913043654314,6439.165000000037,1208770944,12595.8896484375,580871.125,6426.879999999888
1,393.0767163614049,8.544999999925494,3.9998135566711426,0,18023.537109375,2247.191011494623,6193.530000000028,1227387008,11158.98046875,503024.3125,6183.590000000084
1,353.641959683535,13.26500000001397,3.5999889373779297,0,10648.65625,2040.816326569401,6882.445000000065,1227443968,12656.33984375,679408.1875,6867.175000000047
1,352.5885149294864,8.95000000006985,4.100200176239014,0,560365.375,2564.1025640107177,6915.665000000037,1228082944,10788.8896484375,515091.1875,6905.239999999991
1,390.8496328786433,10.75,3.9000680446624756,0,9829.908203125,1785.714285536099,6236.614999999991,1228082944,12797.76953125,583956.5,6224.100000000093
1,418.319781585668,10.92000000004191,5.79940938949585,0,9830.3583984375,2197.8021980046346,5842.020000000019,1219506048,10719.6201171875,536022.875,5829.589999999967
1,397.6220908122522,37.690000000060536,5.79940938949585,0,9830.3583984375,2197.8021980046346,6167.209999999963,1219506048,10719.6201171875,536022.875,6128.155000000028
1,400.68472665442687,9.650000000139698,4.099893569946289,0,9830.3671875,2197.8021985669598,6108.704999999842,1208548992,13976.419921875,578390.375,6095.584999999963
1,375.45619193553995,11.239999999990687,5.700506210327148,0,17202.96875,2222.2222224521784,6512.910000000033,1208504064,13957.3603515625,647116.3125,6500.195000000065
1,721.7545657297386,10.17000000004191,3.1997265815734863,0,9831.3671875,1379.310344871882,3243.6450000000186,1218957056,12881.7099609375,643076.625,3231.215000000084
1,430.04294443096956,9.684999999939464,3.1997458934783936,0,557844,1600,5424.079999999958,1208798976,12901.6298828125,600835.625,5412.314999999944
1,459.4549400232559,6.700000000069849,3.700599431991577,0,9831.2607421875,2150.537634559354,5041.945000000065,1221074944,11276.2197265625,572538.875,5033.790000000037
1,360.130149679375,11.880000000004657,3.700599431991577,0,9831.2607421875,1694.9152543309287,6421.145000000019,1221074944,11276.2197265625,572538.875,6407.610000000102
1,368.07894412212175,24.135000000009313,3.3002798557281494,0,17204.1171875,2105.2631579979306,6336.224999999977,1208729984,14040.08984375,661010.5,6310.520000000019
1,453.6325045600849,13.425000000046566,4.199661731719971,0,9829.1708984375,2127.659574594566,5124.724999999977,1210457984,12176.0595703125,672160.875,5109.5599999999395
1,473.86560828029445,10.92000000004191,3.1996958255767822,0,9830.1669921875,909.0909090139403,4847.545000000042,1231896960,11191.1396484375,584054.6875,4834.349999999977
