extent,bandwidth,bufferLoadTime,cpu-value,disk-read,disk-write,fps,latency,memory-value,network-rx,network-tx,networkLatency
1,738.634385559854,315.76500000001397,3.8000102043151855,0,200717.59375,835.6545961349644,1069.6383333333458,1461448960,5516.60986328125,58556.171875,733.4183333333349
1,709.0788908207687,316.2216666666791,3.5999836921691895,819.1614990234375,9829.9375,837.9888268527023,1100.3666666666977,1461350016,4578.95703125,57411.71875,763.9883333333224
1,924.9161267191483,317.87999999996583,3.699995994567871,0,9830.62109375,870.8272859345736,923.8149999999829,1460802048,4680.3818359375,58967.96875,585.7049999999581
1,864.714849330544,317.85499999994255,3.400153636932373,0,9830.09765625,943.3962264344347,964.5399999999985,1460093056,4935.1728515625,56037.359375,626.4816666666496
1,890.4385940882025,316.73500000002485,3.5987892150878906,0,234298.6875,870.8272859345736,947.0233333332775,1461789056,4529.125,56473.91015625,608.3833333333023
1,897.9090755899333,316.8549999999814,3.499995231628418,0,107312.078125,903.6144578452668,940.5466666666325,1461906944,4119.2978515625,57058.75,603.321666666617
1,904.9412550810648,318.84166666671325,3.100008249282837,0,367822.625,1015.2284264103376,940.3566666666107,1461277056,5383.11279296875,60092.3515625,598.6333333333023
1,873.020281322462,317.09166666671325,3.7012510299682617,0,208893,1065.7193605895388,958.4499999999534,1461501952,4631.10009765625,57173.3984375,620.521666666648
1,722.0552920660961,317.69333333335817,4.799999713897705,0,12287.87109375,1084.9909584488796,1089.3666666666588,1461186944,7368.1328125,114399.796875,750.2583333333023
1,850.1539258279383,318.6316666667117,3.100008249282837,0,367822.625,1121.495327132088,976.9449999999875,1461277056,5383.11279296875,60092.3515625,637.211666666631
1,829.3151397939517,411.16166666666203,4.0999345779418945,819.180419921875,99120.828125,325.02708559112176,1098.8566666667273,1455566976,4304.076171875,57103.421875,653.2233333333279
1,583.7324114398599,316.66166666666203,3.600041389465332,0,9830.447265625,868.3068017325176,1270.158333333345,1460888064,4217.17822265625,58206.8203125,928.0416666666666
1,591.4760661286385,317.45833333331393,3.600003719329834,0,9831.43359375,1136.3636363325681,1253.3316666666458,1459266048,5004.11083984375,56596.71875,915.8916666666628
1,665.1158602964749,316.09333333332324,3.600003719329834,0,9831.43359375,1132.0754716881668,1150.1166666666588,1459266048,5004.11083984375,56596.71875,814.4866666666543
1,554.9525185162403,318.7483333333318,3.0999841690063477,0,9830.634765625,870.8272859051461,1320.733333333318,1460915968,7219.333984375,111381.1015625,976.1700000000031
1,504.01038298901614,319.2049999999775,5.199990272521973,0,569331.5,1192.8429423116913,1418.9533333333093,1458864000,5014.34912109375,58439.94921875,1074.8350000000016
1,789.9500565054092,315.4666666666938,3.39998197555542,0,164619.546875,911.8541033331401,1021.1966666666558,1459166976,4346.412109375,57263.01171875,685.7750000000038
1,781.0812304601618,315.75333333335584,3.3000030517578125,0,407960.375,877.1929824304615,1029.3166666666511,1461255936,4429.94091796875,55374.05859375,693.5616666666659
1,773.4735739952059,314.82333333334344,3.8999853134155273,0,83549.875,1129.9435028377407,1034.6849999999783,1460157952,4739.01220703125,58441.1796875,700.3833333333217
